序号,汉字,拼音,首次学期,年级,册,组词,网络核对,来源
1939,秘,mi,三下,3,下,秘密、神秘、秘书,在,本地识字表文件(部编版)
1940,栋,dong,三下,3,下,栋梁、楼栋、独栋,在,本地识字表文件(部编版)
1941,吁,xu,三下,3,下,呼吁、吁请、吁吁,缺,本地识字表文件(部编版)
1942,绪,xu,三下,3,下,情绪、思绪、头绪,在,本地识字表文件(部编版)
1943,篇,pian,三下,3,下,篇章、名篇、开篇,在,本地识字表文件(部编版)
1944,痒,yang,三下,3,下,怕痒、发痒、抓痒,缺,本地识字表文件(部编版)
1945,鳄,e,三下,3,下,鳄鱼、扬子鳄、鳄鱼夹,缺,本地识字表文件(部编版)
1946,零,ling,三下,3,下,零食、零钱、零下,在,本地识字表文件(部编版)
1947,肠,chang,三下,3,下,香肠、肠胃、心肠,在,本地识字表文件(部编版)
1948,醋,cu,三下,3,下,白醋、陈醋、糖醋,缺,本地识字表文件(部编版)
1949,馋,chan,三下,3,下,嘴馋、馋嘴、馋猫,在,本地识字表文件(部编版)
1950,墨,mo,三下,3,下,墨水、水墨、墨汁,在,本地识字表文件(部编版)
1951,染,ran,三下,3,下,染色、传染、染布,在,本地识字表文件(部编版)
1952,碎,sui,三下,3,下,打碎、碎片、碎石,在,本地识字表文件(部编版)
1953,浪,lang,三下,3,下,浪花、海浪、风浪,在,本地识字表文件(部编版)
1954,溅,jian,三下,3,下,飞溅、四溅、溅落,缺,本地识字表文件(部编版)
1955,剃,ti,三下,3,下,剃头、剃刀、剃须刀、剃光头,缺,本地识字表文件(部编版)
1956,执,zhi,三下,3,下,执行、执法、执意,缺,本地识字表文件(部编版)
1957,否,fou,三下,3,下,是否、否定、否认,缺,本地识字表文件(部编版)
1958,骂,ma,三下,3,下,骂人、打骂、责骂,在,本地识字表文件(部编版)
1959,仇,chou,三下,3,下,仇恨、仇人、报仇,在,本地识字表文件(部编版)
1960,惯,guan,三下,3,下,习惯、惯用、娇惯,缺,本地识字表文件(部编版)
1961,刑,xing,三下,3,下,刑法、刑事、判刑,缺,本地识字表文件(部编版)
1962,厘,li,三下,3,下,厘米、厘清、毫厘,缺,本地识字表文件(部编版)
1963,摸,mo,三下,3,下,抚摸、摸索、摸黑,缺,本地识字表文件(部编版)
1964,廊,lang,三下,3,下,走廊、画廊、长廊、回廊,在,本地识字表文件(部编版)
1965,剩,sheng,三下,3,下,剩下、剩余、剩饭,在,本地识字表文件(部编版)
1966,悠,you,三下,3,下,悠闲、悠扬、悠然,在,本地识字表文件(部编版)
1967,若,ruo,三下,3,下,若干、如若、自若,在,本地识字表文件(部编版)
1968,娇,jiao,三下,3,下,撒娇、娇气、娇小,在,本地识字表文件(部编版)
1969,薄,bao,三下,3,下,单薄、薄饼、薄片,缺,本地识字表文件(部编版)
1970,颤,chan,三下,3,下,颤动、打颤、颤音,缺,本地识字表文件(部编版)
1971,巍,wei,三下,3,下,巍峨、巍然、巍巍,缺,本地识字表文件(部编版)
1972,巅,dian,三下,3,下,山巅、巅峰、峰巅、巅顶,缺,本地识字表文件(部编版)
1973,婴,ying,三下,3,下,婴儿、婴孩、育婴,在,本地识字表文件(部编版)
1974,庆,qing,三下,3,下,国庆、庆祝、庆生,缺,本地识字表文件(部编版)
1975,盼,pan,三下,3,下,盼望、期盼、盼头,缺,本地识字表文件(部编版)
1976,叠,die,三下,3,下,重叠、叠加、叠纸,缺,本地识字表文件(部编版)
1977,歉,qian,三下,3,下,道歉、抱歉、歉意,缺,本地识字表文件(部编版)
1978,旭,xu,三下,3,下,旭日、旭辉、张旭,缺,本地识字表文件(部编版)
1979,屿,yu,三下,3,下,岛屿、鼓浪屿、大屿山、彭佳屿,缺,本地识字表文件(部编版)
1980,瞭,liao,三下,3,下,瞭望、瞭望台、瞭望塔、瞭望哨,缺,本地识字表文件(部编版)
1981,巡,xun,三下,3,下,巡逻、巡查、巡回,缺,本地识字表文件(部编版)
1982,缆,lan,三下,3,下,缆车、电缆、缆绳、钢缆,缺,本地识字表文件(部编版)
1983,锚,mao,三下,3,下,抛锚、下锚、起锚、锚链,缺,本地识字表文件(部编版)
1984,呈,cheng,三下,3,下,呈现、呈交、呈送,在,本地识字表文件(部编版)
1985,蔚,wei,三下,3,下,蔚蓝、蔚起、蔚为,缺,本地识字表文件(部编版)
1986,雕,diao,三下,3,下,雕塑、冰雕、石雕,缺,本地识字表文件(部编版)
1987,幻,huan,三下,3,下,幻想、科幻、幻灯,在,本地识字表文件(部编版)
1988,辉,hui,三下,3,下,光辉、辉煌、生辉,缺,本地识字表文件(部编版)
1989,芒,mang,三下,3,下,光芒、芒果、锋芒,在,本地识字表文件(部编版)
1990,剑,jian,三下,3,下,木剑、利剑、剑法,在,本地识字表文件(部编版)
1991,型,xing,三下,3,下,大型、小型、中型、发型,在,本地识字表文件(部编版)
1992,窃,qie,三下,3,下,失窃、窃喜、窃取,缺,本地识字表文件(部编版)
1993,私,si,三下,3,下,无私、私人、私心,缺,本地识字表文件(部编版)
1994,警,jing,三下,3,下,警察、警车、火警,缺,本地识字表文件(部编版)
1995,肌,ji,三下,3,下,肌肉、心肌、腹肌,缺,本地识字表文件(部编版)
1996,达,da,三下,3,下,到达、发达、达人,缺,本地识字表文件(部编版)
1997,胞,bao,三下,3,下,细胞、同胞、胞弟,缺,本地识字表文件(部编版)
1998,煤,mei,三下,3,下,煤炭、煤气、煤球、煤油,在,本地识字表文件(部编版)
1999,储,chu,三下,3,下,储存、储藏、储蓄,缺,本地识字表文件(部编版)
2000,属,shu,三下,3,下,金属、属相、家属,缺,本地识字表文件(部编版)
2001,喂,wei,三下,3,下,喂养、喂食、喂奶,在,本地识字表文件(部编版)
2002,盈,ying,三下,3,下,轻盈、充盈、盈利,缺,本地识字表文件(部编版)
2003,彤,tong,三下,3,下,红彤彤、彤云、彤彤,缺,本地识字表文件(部编版)
2004,跪,gui,三下,3,下,下跪、跪下、跪拜,缺,本地识字表文件(部编版)
2005,庙,miao,三下,3,下,庙会、寺庙、庙门,在,本地识字表文件(部编版)
2006,镇,zhen,三下,3,下,镇静、小镇、镇长,在,本地识字表文件(部编版)
2007,揉,rou,三下,3,下,揉面、揉搓、揉碎,缺,本地识字表文件(部编版)
2008,箱,xiang,三下,3,下,箱子、皮箱、冰箱,缺,本地识字表文件(部编版)
2009,夸,kua,三下,3,下,夸奖、夸赞、夸张,在,本地识字表文件(部编版)
2010,歪,wai,三下,3,下,歪斜、歪嘴、歪曲,缺,本地识字表文件(部编版)
2011,承,cheng,三下,3,下,传承、承认、承包,缺,本地识字表文件(部编版)
2012,袖,xiu,三下,3,下,袖子、长袖、袖口,缺,本地识字表文件(部编版)
2013,衬,chen,三下,3,下,衬衣、衬托、内衬、相衬,在,本地识字表文件(部编版)
2014,衫,shan,三下,3,下,衬衫、汗衫、衣衫,在,本地识字表文件(部编版)
2015,负,fu,三下,3,下,负责、胜负、负担,在,本地识字表文件(部编版)
2016,泄,xie,三下,3,下,泄气、发泄、泄露,缺,本地识字表文件(部编版)
2017,艺,yi,三下,3,下,手艺、文艺、武艺,在,本地识字表文件(部编版)
2018,橱,chu,三下,3,下,书橱、衣橱、橱窗,缺,本地识字表文件(部编版)
2019,蕉,jiao,三下,3,下,香蕉、芭蕉、美人蕉,缺,本地识字表文件(部编版)
2020,扣,kou,三下,3,下,扣子、扣分、扣球,缺,本地识字表文件(部编版)
2021,嚷,rang,三下,3,下,叫嚷、吵嚷、嚷嚷、吵吵嚷嚷,缺,本地识字表文件(部编版)
2022,筒,tong,三下,3,下,电筒、笔筒、气筒、话筒,缺,本地识字表文件(部编版)
